"","item_ID","tag_final"
"3119",3119,"positive affect"
"3120",3120,"negative affect"
"3121",3121,"negative affect"
"3122",3122,"negative affect"
"3123",3123,"anxiety;negative affect;worry"
"3124",3124,"negative affect"
"3125",3125,"negative affect"
"3126",3126,"negative affect"
"3127",3127,"depression"
"3128",3128,""
"3129",3129,""
"3130",3130,""
"3131",3131,""
"3132",3132,""
"3133",3133,""
"3134",3134,""
"3135",3135,""
"3136",3136,""
"3137",3137,""
"3138",3138,""
"3139",3139,""
"3140",3140,""
"3141",3141,""
"3142",3142,""
"3143",3143,""
"3144",3144,""
"3145",3145,""
"3146",3146,""
"3147",3147,""
"3148",3148,""
"3149",3149,""
"3150",3150,""
"3151",3151,"anxiety;negative affect"
"3152",3152,"anxiety;negative affect"
"3153",3153,"depression"
"3154",3154,"depression"
"3155",3155,"pleasure"
"3156",3156,"anxiety;worry"
"3157",3157,"negative affect;rumination"
"3158",3158,"rumination"
"3159",3159,"anxiety"
"3160",3160,"anxiety"
"3161",3161,"anxiety"
"3162",3162,"social support"
"3163",3163,"social support"
"3164",3164,"social support"
"3165",3165,""
"3166",3166,""
"3167",3167,""
"3168",3168,""
"3169",3169,"cognition"
"3170",3170,"cognition"
"3171",3171,"cognition"
"3172",3172,"negative affect;positive affect"
"3173",3173,"attention"
"3174",3174,"attention;fatigue;sleep"
"3175",3175,"attention"
"3176",3176,"attention;stress"
"3177",3177,"positive affect"
"3178",3178,"negative affect"
"3179",3179,"negative affect"
"3180",3180,"positive affect"
"3181",3181,"positive affect"
"3182",3182,"anxiety;negative affect;worry"
"3183",3183,"positive affect"
"3184",3184,"negative affect"
"3185",3185,"negative affect;self-esteem"
"3186",3186,"negative affect"
"3187",3187,"negative affect"
"3188",3188,"activity"
"3189",3189,"activity;pleasure;appraisal"
"3190",3190,"social context"
"3191",3191,"pleasure;social context;appraisal"
"3192",3192,"pleasure;social context;appraisal"
"3193",3193,""
"3194",3194,""
"3195",3195,"social context"
"3196",3196,"pleasure;social context;appraisal"
"3197",3197,"pleasure;social context;appraisal"
"3198",3198,"activity;appraisal"
"3199",3199,"activity;appraisal"
"3200",3200,"activity;appraisal"
"3201",3201,"event"
"3202",3202,"activity;pleasure;appraisal"
"3203",3203,"activity;appraisal"
"3204",3204,"event;pleasure;appraisal"
"3205",3205,"event;pleasure;appraisal"
"3206",3206,"methodological"
"3207",3207,"physical health"
"3208",3208,"physical health"
"3209",3209,"negative affect;stress"
"3210",3210,"rumination"
"3211",3211,""
"3212",3212,""
"3213",3213,""
"3214",3214,"physical health"
"3215",3215,""
"3216",3216,"anxiety;negative affect;stress;worry"
"3217",3217,""
"3218",3218,"arousal;positive affect"
"3219",3219,""
"3220",3220,"physical health"
"3221",3221,"physical health"
"3222",3222,"physical health"
"3223",3223,"fatigue"
"3224",3224,"physical health"
"3225",3225,"physical health"
"3226",3226,"physical health"
"3227",3227,"physical health"
"3228",3228,"physical health"
"3229",3229,"physical health"
"3230",3230,"physical health"
"3231",3231,"physical health"
"3232",3232,"physical health"
"3233",3233,"physical health"
"3234",3234,"physical health"
"3235",3235,"physical health"
"3236",3236,"physical health"
"3237",3237,"physical health"
"3238",3238,"physical health"
"3239",3239,"cognition"
"3240",3240,"cognition"
"3241",3241,"methodological"
"3242",3242,"sleep"
"3243",3243,"sleep"
"3244",3244,""
"3245",3245,""
"3246",3246,""
"3247",3247,"location"
"3248",3248,"activity"
"3249",3249,""
"3250",3250,""
"3251",3251,"sleep"
"3252",3252,"activity;physical health"
"3253",3253,"activity"
"3254",3254,"social context"
"3255",3255,"avoidance"
"3256",3256,"symptom;coping"
"3257",3257,"coping"
"3258",3258,""
"3259",3259,"stress"
"3260",3260,"symptom;worry"
"3261",3261,"worry"
"3262",3262,"cognition;worry"
"3263",3263,"positive affect"
"3264",3264,"positive affect"
"3265",3265,"positive affect"
"3266",3266,"positive affect"
"3267",3267,"positive affect;self-esteem"
"3268",3268,"positive affect"
"3269",3269,"positive affect"
"3270",3270,"positive affect"
"3271",3271,"positive affect"
"3272",3272,"positive affect"
"3273",3273,"negative affect"
"3274",3274,"negative affect"
"3275",3275,"negative affect"
"3276",3276,"negative affect"
"3277",3277,"anxiety;negative affect;symptom"
"3278",3278,"negative affect"
"3279",3279,"negative affect"
"3280",3280,"negative affect"
"3281",3281,"negative affect;stress"
"3282",3282,"anxiety;negative affect;worry;stress"
"3283",3283,"negative affect"
"3284",3284,"negative affect"
"3285",3285,""
"3286",3286,""
"3287",3287,"stress;event"
"3288",3288,"rumination"
"3289",3289,"social interaction;appraisal"
"3290",3290,"negative affect"
"3291",3291,"depression"
"3292",3292,"self-esteem"
"3293",3293,"anxiety;worry"
"3294",3294,"positive affect"
"3295",3295,"positive affect"
"3296",3296,"depression"
"3297",3297,"positive affect;self-esteem"
"3298",3298,"stress"
"3299",3299,"negative affect"
"3300",3300,"anxiety;negative affect"
"3301",3301,"negative affect"
"3302",3302,"negative affect"
"3303",3303,"appraisal;cognition;emotion regulation;coping"
"3304",3304,""
"3305",3305,"activity;attention;emotion regulation;coping"
"3306",3306,""
"3307",3307,""
"3308",3308,"rumination;emotion regulation;coping"
"3309",3309,"rumination"
"3310",3310,"depression"
"3311",3311,"positive affect"
"3312",3312,"negative affect"
"3313",3313,"anxiety;negative affect"
"3314",3314,"negative affect"
"3315",3315,"negative affect"
"3316",3316,"rumination;emotion regulation"
"3317",3317,"rumination"
